Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,city,lat,lng
20106,2022-04-19 07:00:00,2022-04-17 17:00:00,2022-04-18 06:50:00,Visakhapatnam,268,SEXUAL ASSAULT,49,M,,Violent Crime,3,Yes,06-03-2023 07:00,,,
20161,2022-04-22 06:00:00,2022-04-20 00:00:00,2022-04-20 07:05:00,Nashik,240,VEHICLE - STOLEN,25,X,Knife,Violent Crime,11,No,,,,
20165,2022-04-21 04:00:00,2022-04-20 04:00:00,2022-04-20 23:24:00,Nashik,319,COUNTERFEITING,59,X,Knife,Other Crime,5,No,,,,
20166,2022-04-21 03:00:00,2022-04-20 05:00:00,2022-04-20 11:42:00,Vasai,116,KIDNAPPING,26,X,Other,Other Crime,11,Yes,26-06-2022 03:00,,,
20169,2022-04-21 05:00:00,2022-04-20 08:00:00,2022-04-21 02:05:00,Visakhapatnam,406,ARSON,27,X,,Fire Accident,13,No,,,,
20183,2022-04-22 18:00:00,2022-04-20 22:00:00,2022-04-21 18:37:00,Visakhapatnam,405,BURGLARY,76,X,Knife,Other Crime,11,Yes,25-09-2022 18:00,,,
20207,2022-04-22 19:00:00,2022-04-21 22:00:00,2022-04-22 18:34:00,Visakhapatnam,333,BURGLARY,21,X,Other,Other Crime,11,No,,,,
20251,2022-04-24 01:00:00,2022-04-23 18:00:00,2022-04-23 22:21:00,Vasai,537,PUBLIC INTOXICATION,35,X,Firearm,Other Crime,19,Yes,07-05-2022 01:00,,,
20264,2022-04-25 02:00:00,2022-04-24 07:00:00,2022-04-24 11:14:00,Nashik,312,DRUG OFFENSE,48,M,Knife,Other Crime,7,No,,,,
20296,2022-04-26 07:00:00,2022-04-25 15:00:00,2022-04-25 23:01:00,Visakhapatnam,210,VANDALISM,75,F,Firearm,Other Crime,4,Yes,25-06-2022 07:00,,,
20318,2022-04-28 21:00:00,2022-04-26 13:00:00,2022-04-26 13:24:00,Nashik,293,FRAUD,22,M,Firearm,Other Crime,11,Yes,26-05-2022 21:00,,,
20330,2022-04-27 23:00:00,2022-04-27 01:00:00,2022-04-27 23:37:00,Vasai,107,ASSAULT,67,F,,Violent Crime,7,Yes,22-06-2022 23:00,,,
20387,2022-04-30 01:00:00,2022-04-29 10:00:00,2022-04-29 19:41:00,Nashik,144,ARSON,59,F,Other,Fire Accident,14,No,,,,
20418,2022-05-03 10:00:00,2022-04-30 17:00:00,2022-04-30 18:15:00,Nashik,145,ILLEGAL POSSESSION,11,F,Other,Other Crime,2,No,,,,
20427,2022-05-02 12:00:00,2022-05-01 02:00:00,2022-05-01 21:57:00,Vasai,392,HOMICIDE,15,M,Blunt Object,Other Crime,10,Yes,26-01-2023 12:00,,,
20468,2022-05-03 23:00:00,2022-05-02 19:00:00,2022-05-03 01:02:00,Vasai,287,ILLEGAL POSSESSION,75,M,,Other Crime,7,Yes,06-07-2022 23:00,,,
20486,2022-05-05 01:00:00,2022-05-03 13:00:00,2022-05-04 10:02:00,Visakhapatnam,250,EXTORTION,39,X,Firearm,Other Crime,16,Yes,30-06-2022 01:00,,,
20490,2022-05-03 22:00:00,2022-05-03 17:00:00,2022-05-04 13:38:00,Visakhapatnam,169,DOMESTIC VIOLENCE,27,M,Explosives,Violent Crime,13,Yes,07-07-2022 22:00,,,
20514,2022-05-06 14:00:00,2022-05-04 17:00:00,2022-05-04 19:54:00,Vasai,562,BURGLARY,78,X,Poison,Other Crime,14,No,,,,
20540,2022-05-08 02:00:00,2022-05-05 19:00:00,2022-05-06 10:25:00,Visakhapatnam,534,KIDNAPPING,42,X,Blunt Object,Other Crime,5,Yes,11-07-2022 02:00,,,
20610,2022-05-11 10:00:00,2022-05-08 17:00:00,2022-05-09 09:35:00,Vasai,518,HOMICIDE,15,F,,Other Crime,9,No,,,,
20644,2022-05-10 08:00:00,2022-05-10 03:00:00,2022-05-10 09:29:00,Nashik,109,ASSAULT,43,M,Knife,Violent Crime,9,Yes,01-07-2022 08:00,,,
20706,2022-05-15 10:00:00,2022-05-12 17:00:00,2022-05-13 01:51:00,Visakhapatnam,548,CYBERCRIME,30,F,Explosives,Other Crime,1,Yes,01-08-2022 10:00,,,
20731,2022-05-14 20:00:00,2022-05-13 18:00:00,2022-05-14 02:42:00,Visakhapatnam,586,FIREARM OFFENSE,25,M,Poison,Fire Accident,5,No,,,,
20807,2022-05-19 16:00:00,2022-05-16 22:00:00,2022-05-17 10:26:00,Visakhapatnam,175,ASSAULT,38,M,,Violent Crime,19,No,,,,
20812,2022-05-19 02:00:00,2022-05-17 03:00:00,2022-05-17 05:03:00,Nashik,177,KIDNAPPING,22,M,Knife,Other Crime,5,No,,,,
20818,2022-05-19 11:00:00,2022-05-17 09:00:00,2022-05-18 08:00:00,Nashik,208,DRUG OFFENSE,53,X,Knife,Other Crime,5,Yes,04-08-2022 11:00,,,
20827,2022-05-19 12:00:00,2022-05-17 18:00:00,2022-05-18 00:53:00,Visakhapatnam,115,KIDNAPPING,75,X,Firearm,Other Crime,1,Yes,01-07-2022 12:00,,,
20889,2022-05-23 00:00:00,2022-05-20 08:00:00,2022-05-20 13:09:00,Visakhapatnam,467,ILLEGAL POSSESSION,38,F,Firearm,Other Crime,4,No,,,,
20906,2022-05-23 22:00:00,2022-05-21 01:00:00,2022-05-21 13:44:00,Visakhapatnam,460,FRAUD,57,X,,Other Crime,7,Yes,30-07-2022 22:00,,,
20935,2022-05-23 10:00:00,2022-05-22 06:00:00,2022-05-23 04:27:00,Visakhapatnam,244,IDENTITY THEFT,39,X,Blunt Object,Violent Crime,12,Yes,20-08-2022 10:00,,,
20992,2022-05-25 16:00:00,2022-05-24 15:00:00,2022-05-25 00:26:00,Nashik,115,KIDNAPPING,50,F,,Other Crime,11,No,,,,
20994,2022-05-25 18:00:00,2022-05-24 17:00:00,2022-05-25 16:02:00,Vasai,543,KIDNAPPING,42,F,Explosives,Other Crime,13,No,,,,
21023,2022-05-26 08:00:00,2022-05-25 22:00:00,2022-05-26 17:29:00,Visakhapatnam,552,CYBERCRIME,36,M,Knife,Other Crime,19,Yes,19-08-2022 08:00,,,
21080,2022-05-30 03:00:00,2022-05-28 07:00:00,2022-05-28 13:36:00,Visakhapatnam,381,VANDALISM,64,X,Blunt Object,Other Crime,9,No,,,,
21089,2022-05-31 03:00:00,2022-05-28 16:00:00,2022-05-29 13:00:00,Visakhapatnam,322,PUBLIC INTOXICATION,26,M,Firearm,Other Crime,2,Yes,01-06-2022 03:00,,,
21095,2022-05-30 20:00:00,2022-05-28 22:00:00,2022-05-29 09:42:00,Vasai,591,FRAUD,33,M,Knife,Other Crime,3,No,,,,
21115,2022-05-30 13:00:00,2022-05-29 18:00:00,2022-05-30 02:49:00,Nashik,106,ARSON,71,M,Explosives,Fire Accident,14,Yes,16-08-2022 13:00,,,
21118,2022-05-30 11:00:00,2022-05-29 21:00:00,2022-05-30 20:17:00,Visakhapatnam,140,EXTORTION,64,M,Poison,Other Crime,13,Yes,28-06-2022 11:00,,,
21142,2022-06-02 01:00:00,2022-05-30 21:00:00,2022-05-30 21:21:00,Vasai,150,HOMICIDE,64,M,,Other Crime,12,Yes,03-05-2023 01:00,,,
21195,2022-06-02 11:00:00,2022-06-02 02:00:00,2022-06-02 14:25:00,Vasai,287,ROBBERY,22,X,Explosives,Violent Crime,17,No,,,,
21295,2022-06-07 23:00:00,2022-06-06 06:00:00,2022-06-07 01:09:00,Visakhapatnam,224,DOMESTIC VIOLENCE,55,M,Knife,Violent Crime,3,No,,,,
21320,2022-06-08 08:00:00,2022-06-07 07:00:00,2022-06-07 19:13:00,Visakhapatnam,158,SHOPLIFTING,47,F,Firearm,Other Crime,16,No,,,,
21347,2022-06-10 14:00:00,2022-06-08 10:00:00,2022-06-09 05:21:00,Vasai,586,TRAFFIC VIOLATION,77,F,,Traffic Fatality,5,Yes,23-06-2022 14:00,,,
21364,2022-06-09 06:00:00,2022-06-09 03:00:00,2022-06-09 07:18:00,Nashik,314,DOMESTIC VIOLENCE,43,X,Knife,Violent Crime,3,No,,,,
21416,2022-06-12 20:00:00,2022-06-11 07:00:00,2022-06-11 07:01:00,Vasai,158,SHOPLIFTING,60,F,Poison,Other Crime,8,Yes,11-07-2022 20:00,,,
21430,2022-06-13 17:00:00,2022-06-11 21:00:00,2022-06-12 16:57:00,Vasai,369,VANDALISM,67,F,Poison,Other Crime,6,No,,,,
21433,2022-06-12 22:00:00,2022-06-12 00:00:00,2022-06-12 18:48:00,Visakhapatnam,225,VEHICLE - STOLEN,32,X,,Violent Crime,2,No,,,,
21492,2022-06-14 17:00:00,2022-06-14 11:00:00,2022-06-14 13:18:00,Nashik,275,FIREARM OFFENSE,18,X,Blunt Object,Fire Accident,10,Yes,08-07-2022 17:00,,,
21580,2022-06-18 23:00:00,2022-06-18 03:00:00,2022-06-18 12:04:00,Nashik,365,BURGLARY,34,X,Other,Other Crime,5,Yes,08-12-2022 23:00,,,
21590,2022-06-19 02:00:00,2022-06-18 13:00:00,2022-06-19 11:44:00,Visakhapatnam,326,ASSAULT,45,X,,Violent Crime,4,Yes,09-09-2022 02:00,,,
21678,2022-06-23 01:00:00,2022-06-22 05:00:00,2022-06-23 01:46:00,Visakhapatnam,310,IDENTITY THEFT,74,F,Other,Violent Crime,9,Yes,01-07-2022 01:00,,,
21689,2022-06-25 05:00:00,2022-06-22 16:00:00,2022-06-23 05:31:00,Visakhapatnam,561,EXTORTION,26,M,,Other Crime,2,No,,,,
21691,2022-06-22 23:00:00,2022-06-22 18:00:00,2022-06-23 07:12:00,Visakhapatnam,569,FIREARM OFFENSE,33,F,Other,Fire Accident,11,Yes,19-09-2022 23:00,,,
21703,2022-06-23 07:00:00,2022-06-23 06:00:00,2022-06-24 02:04:00,Visakhapatnam,546,KIDNAPPING,37,M,,Other Crime,4,Yes,07-07-2022 07:00,,,
21751,2022-06-27 20:00:00,2022-06-25 06:00:00,2022-06-26 01:42:00,Visakhapatnam,271,EXTORTION,58,F,Poison,Other Crime,19,Yes,19-07-2022 20:00,,,
21775,2022-06-28 19:00:00,2022-06-26 06:00:00,2022-06-26 15:42:00,Visakhapatnam,553,KIDNAPPING,30,F,,Other Crime,11,Yes,09-09-2022 19:00,,,
21815,2022-06-28 20:00:00,2022-06-27 22:00:00,2022-06-28 03:46:00,Visakhapatnam,468,SEXUAL ASSAULT,62,X,Firearm,Violent Crime,19,No,,,,
21819,2022-06-28 14:00:00,2022-06-28 02:00:00,2022-06-28 23:03:00,Nashik,534,VANDALISM,50,M,Blunt Object,Other Crime,5,No,,,,
21845,2022-07-01 21:00:00,2022-06-29 04:00:00,2022-06-29 07:15:00,Nashik,272,ROBBERY,31,M,Poison,Violent Crime,11,No,,,,
21860,2022-07-02 13:00:00,2022-06-29 19:00:00,2022-06-30 04:09:00,Visakhapatnam,104,TRAFFIC VIOLATION,32,X,Explosives,Traffic Fatality,6,No,,,,
21968,2022-07-06 00:00:00,2022-07-04 07:00:00,2022-07-04 18:32:00,Nashik,283,COUNTERFEITING,72,F,,Other Crime,13,No,,,,
22052,2022-07-07 22:00:00,2022-07-07 19:00:00,2022-07-07 23:38:00,Vasai,228,KIDNAPPING,24,M,Firearm,Other Crime,12,Yes,25-08-2022 22:00,,,
22100,2022-07-11 10:00:00,2022-07-09 19:00:00,2022-07-10 13:17:00,Vasai,403,ASSAULT,27,X,Explosives,Violent Crime,1,No,,,,
22130,2022-07-13 05:00:00,2022-07-11 01:00:00,2022-07-11 04:12:00,Visakhapatnam,225,SHOPLIFTING,18,X,Firearm,Other Crime,9,Yes,26-09-2022 05:00,,,
22154,2022-07-13 21:00:00,2022-07-12 01:00:00,2022-07-12 20:30:00,Vasai,367,CYBERCRIME,20,X,Knife,Other Crime,3,No,,,,
22162,2022-07-14 21:00:00,2022-07-12 09:00:00,2022-07-12 18:33:00,Nashik,432,KIDNAPPING,17,M,,Other Crime,10,No,,,,
22164,2022-07-14 20:00:00,2022-07-12 11:00:00,2022-07-12 18:41:00,Nashik,297,KIDNAPPING,70,M,,Other Crime,7,Yes,28-08-2022 20:00,,,
22189,2022-07-14 06:00:00,2022-07-13 12:00:00,2022-07-13 22:48:00,Vasai,558,ASSAULT,47,M,Knife,Violent Crime,3,No,,,,
22223,2022-07-17 02:00:00,2022-07-14 22:00:00,2022-07-15 09:02:00,Visakhapatnam,480,TRAFFIC VIOLATION,20,X,,Traffic Fatality,15,No,,,,
22247,2022-07-18 03:00:00,2022-07-15 22:00:00,2022-07-15 23:39:00,Vasai,438,FRAUD,34,X,,Other Crime,7,Yes,15-08-2022 03:00,,,
22306,2022-07-19 12:00:00,2022-07-18 09:00:00,2022-07-18 21:44:00,Visakhapatnam,510,PUBLIC INTOXICATION,16,F,,Other Crime,5,No,,,,
22309,2022-07-20 06:00:00,2022-07-18 12:00:00,2022-07-18 12:45:00,Vasai,548,BURGLARY,73,X,Firearm,Other Crime,17,No,,,,
22313,2022-07-21 11:00:00,2022-07-18 16:00:00,2022-07-19 15:57:00,Visakhapatnam,478,VEHICLE - STOLEN,48,F,Explosives,Violent Crime,8,Yes,20-08-2022 11:00,,,
22328,2022-07-20 02:00:00,2022-07-19 07:00:00,2022-07-19 14:00:00,Vasai,521,FRAUD,36,F,Firearm,Other Crime,17,Yes,15-08-2022 02:00,,,
22416,2022-07-23 11:00:00,2022-07-22 23:00:00,2022-07-23 07:36:00,Vasai,289,EXTORTION,68,F,Poison,Other Crime,17,No,,,,
22420,2022-07-24 14:00:00,2022-07-23 03:00:00,2022-07-23 21:26:00,Visakhapatnam,438,SEXUAL ASSAULT,74,M,Blunt Object,Violent Crime,13,No,,,,
22425,2022-07-24 04:00:00,2022-07-23 08:00:00,2022-07-23 11:00:00,Vasai,362,SEXUAL ASSAULT,36,X,Explosives,Violent Crime,14,No,,,,
22432,2022-07-24 07:00:00,2022-07-23 15:00:00,2022-07-24 12:56:00,Nashik,510,VEHICLE - STOLEN,29,X,Poison,Violent Crime,19,No,,,,
22536,2022-07-30 12:00:00,2022-07-27 23:00:00,2022-07-28 01:40:00,Vasai,147,TRAFFIC VIOLATION,48,M,Knife,Traffic Fatality,16,No,,,,
22553,2022-07-30 19:00:00,2022-07-28 16:00:00,2022-07-29 02:19:00,Nashik,495,KIDNAPPING,70,M,Firearm,Other Crime,6,Yes,31-08-2022 19:00,,,
22578,2022-07-31 14:00:00,2022-07-29 17:00:00,2022-07-30 03:45:00,Nashik,389,ASSAULT,42,X,Firearm,Violent Crime,19,No,,,,
22669,2022-08-03 18:00:00,2022-08-02 12:00:00,2022-08-02 19:37:00,Visakhapatnam,271,BURGLARY,36,X,Other,Other Crime,15,No,,,,
22721,2022-08-07 01:00:00,2022-08-04 16:00:00,2022-08-05 14:51:00,Vasai,462,DRUG OFFENSE,59,F,,Other Crime,2,Yes,05-09-2022 01:00,,,
22727,2022-08-06 15:00:00,2022-08-04 22:00:00,2022-08-05 01:42:00,Vasai,578,KIDNAPPING,71,X,,Other Crime,11,Yes,10-09-2022 15:00,,,
22739,2022-08-08 08:00:00,2022-08-05 10:00:00,2022-08-05 14:27:00,Nashik,383,ARSON,44,M,Explosives,Fire Accident,6,Yes,02-11-2022 08:00,,,
22779,2022-08-07 21:00:00,2022-08-07 02:00:00,2022-08-07 03:01:00,Vasai,407,BURGLARY,55,X,Firearm,Other Crime,3,No,,,,
22780,2022-08-08 13:00:00,2022-08-07 03:00:00,2022-08-07 21:23:00,Nashik,100,ARSON,62,X,Other,Fire Accident,18,No,,,,
22792,2022-08-09 11:00:00,2022-08-07 15:00:00,2022-08-07 15:14:00,Visakhapatnam,512,KIDNAPPING,77,M,Blunt Object,Other Crime,15,Yes,02-09-2022 11:00,,,
22794,2022-08-09 09:00:00,2022-08-07 17:00:00,2022-08-08 02:22:00,Nashik,333,SHOPLIFTING,33,X,Knife,Other Crime,10,Yes,29-10-2022 09:00,,,
22800,2022-08-08 04:00:00,2022-08-07 23:00:00,2022-08-08 03:08:00,Nashik,449,VANDALISM,53,M,Blunt Object,Other Crime,16,Yes,24-10-2022 04:00,,,
22812,2022-08-08 14:00:00,2022-08-08 11:00:00,2022-08-09 09:29:00,Nashik,584,SHOPLIFTING,73,F,Firearm,Other Crime,6,Yes,30-10-2022 14:00,,,
22817,2022-08-10 07:00:00,2022-08-08 16:00:00,2022-08-09 06:54:00,Visakhapatnam,330,FIREARM OFFENSE,54,F,,Fire Accident,5,No,,,,
22820,2022-08-10 09:00:00,2022-08-08 19:00:00,2022-08-09 11:22:00,Nashik,273,ASSAULT,77,F,Firearm,Violent Crime,3,Yes,08-10-2022 09:00,,,
22821,2022-08-11 07:00:00,2022-08-08 20:00:00,2022-08-09 11:25:00,Visakhapatnam,160,KIDNAPPING,37,F,Knife,Other Crime,8,No,,,,
22828,2022-08-09 12:00:00,2022-08-09 03:00:00,2022-08-09 14:06:00,Visakhapatnam,421,TRAFFIC VIOLATION,77,F,Explosives,Traffic Fatality,2,No,,,,
22906,2022-08-14 01:00:00,2022-08-12 09:00:00,2022-08-12 14:22:00,Visakhapatnam,100,HOMICIDE,77,X,Knife,Other Crime,6,Yes,10-05-2023 01:00,,,
22915,2022-08-12 23:00:00,2022-08-12 18:00:00,2022-08-13 11:30:00,Nashik,558,TRAFFIC VIOLATION,13,F,Other,Traffic Fatality,6,Yes,16-08-2022 23:00,,,
22924,2022-08-14 13:00:00,2022-08-13 03:00:00,2022-08-13 18:42:00,Visakhapatnam,562,SHOPLIFTING,67,F,Knife,Other Crime,4,No,,,,
22937,2022-08-14 16:00:00,2022-08-13 16:00:00,2022-08-13 23:35:00,Visakhapatnam,446,CYBERCRIME,27,F,,Other Crime,11,No,,,,
22955,2022-08-16 02:00:00,2022-08-14 10:00:00,2022-08-15 04:02:00,Vasai,175,IDENTITY THEFT,11,M,Firearm,Violent Crime,2,Yes,05-11-2022 02:00,,,
23042,2022-08-18 21:00:00,2022-08-18 01:00:00,2022-08-18 22:13:00,Visakhapatnam,560,ILLEGAL POSSESSION,52,F,Firearm,Other Crime,17,No,,,,
23066,2022-08-20 17:00:00,2022-08-19 01:00:00,2022-08-19 04:32:00,Visakhapatnam,275,SEXUAL ASSAULT,76,F,,Violent Crime,15,Yes,23-10-2023 17:00,,,
23127,2022-08-24 05:00:00,2022-08-21 14:00:00,2022-08-22 05:10:00,Vasai,346,ARSON,17,X,Poison,Fire Accident,14,No,,,,
23144,2022-08-24 07:00:00,2022-08-22 07:00:00,2022-08-23 00:18:00,Nashik,217,KIDNAPPING,43,M,Blunt Object,Other Crime,5,No,,,,
23199,2022-08-26 23:00:00,2022-08-24 14:00:00,2022-08-25 03:11:00,Vasai,457,FRAUD,28,X,Firearm,Other Crime,3,No,,,,
23212,2022-08-25 07:00:00,2022-08-25 03:00:00,2022-08-25 09:42:00,Visakhapatnam,460,VANDALISM,37,X,Blunt Object,Other Crime,14,Yes,06-11-2022 07:00,,,
23214,2022-08-25 22:00:00,2022-08-25 05:00:00,2022-08-25 18:26:00,Visakhapatnam,327,DRUG OFFENSE,44,X,Explosives,Other Crime,10,No,,,,
23280,2022-08-30 06:00:00,2022-08-27 23:00:00,2022-08-28 11:41:00,Visakhapatnam,513,TRAFFIC VIOLATION,16,F,Explosives,Traffic Fatality,2,No,,,,
23286,2022-08-29 16:00:00,2022-08-28 05:00:00,2022-08-29 02:27:00,Visakhapatnam,412,IDENTITY THEFT,19,M,Firearm,Violent Crime,3,Yes,10-11-2022 16:00,,,
23302,2022-08-30 01:00:00,2022-08-28 21:00:00,2022-08-29 01:09:00,Visakhapatnam,355,FRAUD,30,M,,Other Crime,16,No,,,,
23305,2022-08-30 04:00:00,2022-08-29 00:00:00,2022-08-29 08:02:00,Visakhapatnam,408,FIREARM OFFENSE,68,M,Firearm,Fire Accident,11,Yes,19-09-2022 04:00,,,
23327,2022-08-31 21:00:00,2022-08-29 22:00:00,2022-08-30 07:57:00,Visakhapatnam,480,VEHICLE - STOLEN,57,M,Firearm,Violent Crime,14,Yes,18-10-2022 21:00,,,
23360,2022-08-31 11:00:00,2022-08-31 07:00:00,2022-08-31 17:35:00,Nashik,292,SEXUAL ASSAULT,45,X,Poison,Violent Crime,15,Yes,15-08-2024 11:00,,,
23361,2022-09-02 13:00:00,2022-08-31 08:00:00,2022-09-01 00:52:00,Nashik,425,FIREARM OFFENSE,65,X,Other,Fire Accident,9,No,,,,
23398,2022-09-04 15:00:00,2022-09-01 21:00:00,2022-09-02 04:35:00,Visakhapatnam,115,TRAFFIC VIOLATION,16,M,Poison,Traffic Fatality,17,No,,,,
23399,2022-09-03 01:00:00,2022-09-01 22:00:00,2022-09-01 22:45:00,Vasai,121,SEXUAL ASSAULT,78,F,Firearm,Violent Crime,14,No,,,,
23434,2022-09-05 00:00:00,2022-09-03 09:00:00,2022-09-03 10:26:00,Nashik,306,DOMESTIC VIOLENCE,25,M,Firearm,Violent Crime,1,No,,,,
23444,2022-09-04 09:00:00,2022-09-03 19:00:00,2022-09-03 23:32:00,Vasai,546,SHOPLIFTING,60,X,Firearm,Other Crime,12,Yes,17-10-2022 09:00,,,
23445,2022-09-06 12:00:00,2022-09-03 20:00:00,2022-09-04 05:01:00,Visakhapatnam,228,BURGLARY,26,M,Poison,Other Crime,9,No,,,,
23462,2022-09-04 15:00:00,2022-09-04 13:00:00,2022-09-04 16:51:00,Nashik,268,DOMESTIC VIOLENCE,67,X,Poison,Violent Crime,17,No,,,,
23505,2022-09-08 19:00:00,2022-09-06 08:00:00,2022-09-07 03:37:00,Nashik,586,DRUG OFFENSE,28,M,Knife,Other Crime,5,No,,,,
23524,2022-09-08 23:00:00,2022-09-07 03:00:00,2022-09-07 11:16:00,Visakhapatnam,227,ARSON,18,F,Poison,Fire Accident,16,No,,,,
23576,2022-09-10 10:00:00,2022-09-09 07:00:00,2022-09-09 12:16:00,Nashik,592,ASSAULT,33,F,Explosives,Violent Crime,3,Yes,27-10-2022 10:00,,,
23642,2022-09-15 00:00:00,2022-09-12 01:00:00,2022-09-12 20:29:00,Vasai,493,VEHICLE - STOLEN,37,F,Explosives,Violent Crime,17,Yes,09-11-2022 00:00,,,
23711,2022-09-15 04:00:00,2022-09-14 22:00:00,2022-09-15 15:44:00,Vasai,589,TRAFFIC VIOLATION,22,F,Blunt Object,Traffic Fatality,16,No,,,,
23712,2022-09-17 12:00:00,2022-09-14 23:00:00,2022-09-15 18:09:00,Vasai,141,BURGLARY,25,M,Firearm,Other Crime,9,Yes,18-10-2022 12:00,,,
23777,2022-09-19 02:00:00,2022-09-17 16:00:00,2022-09-18 07:19:00,Vasai,120,DRUG OFFENSE,62,M,Knife,Other Crime,10,No,,,,
23786,2022-09-19 08:00:00,2022-09-18 01:00:00,2022-09-18 04:15:00,Vasai,152,PUBLIC INTOXICATION,63,M,Poison,Other Crime,1,Yes,13-10-2022 08:00,,,
23793,2022-09-19 02:00:00,2022-09-18 08:00:00,2022-09-19 06:04:00,Nashik,577,PUBLIC INTOXICATION,52,X,Firearm,Other Crime,10,Yes,27-09-2022 02:00,,,
23803,2022-09-21 00:00:00,2022-09-18 18:00:00,2022-09-19 00:32:00,Visakhapatnam,145,FRAUD,34,M,Explosives,Other Crime,4,No,,,,
23833,2022-09-20 18:00:00,2022-09-20 00:00:00,2022-09-20 12:18:00,Visakhapatnam,537,ILLEGAL POSSESSION,13,M,Poison,Other Crime,19,No,,,,
23843,2022-09-20 16:00:00,2022-09-20 10:00:00,2022-09-20 11:55:00,Visakhapatnam,346,CYBERCRIME,43,M,,Other Crime,5,Yes,14-11-2022 16:00,,,
23872,2022-09-23 06:00:00,2022-09-21 15:00:00,2022-09-22 10:50:00,Visakhapatnam,183,VEHICLE - STOLEN,26,X,Other,Violent Crime,7,No,,,,
23891,2022-09-24 20:00:00,2022-09-22 10:00:00,2022-09-23 03:42:00,Visakhapatnam,548,ROBBERY,74,X,Explosives,Violent Crime,4,Yes,31-01-2023 20:00,,,
23900,2022-09-22 20:00:00,2022-09-22 19:00:00,2022-09-23 11:22:00,Vasai,277,VANDALISM,47,F,Explosives,Other Crime,3,No,,,,
23923,2022-09-24 07:00:00,2022-09-23 18:00:00,2022-09-24 01:36:00,Vasai,506,EXTORTION,30,F,Knife,Other Crime,9,Yes,13-11-2022 07:00,,,
23929,2022-09-24 04:00:00,2022-09-24 00:00:00,2022-09-24 20:31:00,Nashik,156,CYBERCRIME,51,X,Other,Other Crime,5,Yes,13-11-2022 04:00,,,
23944,2022-09-27 00:00:00,2022-09-24 15:00:00,2022-09-25 03:04:00,Visakhapatnam,487,BURGLARY,21,M,Poison,Other Crime,1,No,,,,
24022,2022-09-29 16:00:00,2022-09-27 21:00:00,2022-09-28 02:09:00,Visakhapatnam,156,KIDNAPPING,71,X,Blunt Object,Other Crime,12,No,,,,
24053,2022-10-01 02:00:00,2022-09-29 04:00:00,2022-09-29 12:47:00,Nashik,107,ARSON,71,F,Firearm,Fire Accident,14,No,,,,
24117,2022-10-02 18:00:00,2022-10-01 20:00:00,2022-10-02 05:03:00,Nashik,430,EXTORTION,17,F,Knife,Other Crime,6,No,,,,
24183,2022-10-07 05:00:00,2022-10-04 14:00:00,2022-10-05 10:18:00,Vasai,105,IDENTITY THEFT,73,F,,Violent Crime,4,No,,,,
24213,2022-10-08 05:00:00,2022-10-05 20:00:00,2022-10-06 06:32:00,Nashik,478,PUBLIC INTOXICATION,36,M,Poison,Other Crime,5,Yes,09-10-2022 05:00,,,
24334,2022-10-13 00:00:00,2022-10-10 21:00:00,2022-10-11 11:19:00,Visakhapatnam,237,SEXUAL ASSAULT,56,F,Firearm,Violent Crime,5,No,,,,
24356,2022-10-12 15:00:00,2022-10-11 19:00:00,2022-10-12 02:09:00,Nashik,530,ILLEGAL POSSESSION,67,F,Knife,Other Crime,15,No,,,,
24440,2022-10-17 08:00:00,2022-10-15 07:00:00,2022-10-16 03:36:00,Nashik,330,ILLEGAL POSSESSION,78,X,Firearm,Other Crime,11,Yes,30-11-2022 08:00,,,
24449,2022-10-17 19:00:00,2022-10-15 16:00:00,2022-10-16 13:53:00,Nashik,491,CYBERCRIME,37,X,Poison,Other Crime,3,No,,,,
24470,2022-10-17 02:00:00,2022-10-16 13:00:00,2022-10-16 22:38:00,Vasai,397,ILLEGAL POSSESSION,26,M,Firearm,Other Crime,3,No,,,,
24520,2022-10-19 01:00:00,2022-10-18 15:00:00,2022-10-19 04:04:00,Vasai,174,HOMICIDE,51,M,Explosives,Other Crime,10,Yes,09-02-2024 01:00,,,
24530,2022-10-20 10:00:00,2022-10-19 01:00:00,2022-10-19 01:32:00,Visakhapatnam,509,SEXUAL ASSAULT,79,F,Firearm,Violent Crime,16,No,,,,
24533,2022-10-22 00:00:00,2022-10-19 04:00:00,2022-10-19 17:47:00,Visakhapatnam,356,BURGLARY,43,F,Knife,Other Crime,7,No,,,,
24564,2022-10-20 21:00:00,2022-10-20 11:00:00,2022-10-21 10:17:00,Visakhapatnam,457,VEHICLE - STOLEN,35,M,Other,Violent Crime,18,Yes,15-01-2023 21:00,,,
24565,2022-10-21 22:00:00,2022-10-20 12:00:00,2022-10-21 05:09:00,Vasai,109,IDENTITY THEFT,62,X,Other,Violent Crime,11,No,,,,
24572,2022-10-22 07:00:00,2022-10-20 19:00:00,2022-10-21 17:21:00,Vasai,332,IDENTITY THEFT,56,X,Blunt Object,Violent Crime,3,Yes,05-11-2022 07:00,,,
24630,2022-10-24 05:00:00,2022-10-23 05:00:00,2022-10-24 00:44:00,Visakhapatnam,236,CYBERCRIME,43,X,Explosives,Other Crime,5,Yes,31-10-2022 05:00,,,
